cod_munic;munic;pop_munic;ano
3305158;São José do Vale do Rio Preto;19954;2007
3305208;São Pedro da Aldeia;79612;2007
3305307;São Sebastião do Alto;8744;2007
3305406;Sapucaia;17414;2007
3305505;Saquarema;66892;2007
3305554;Seropédica;74060;2007
3305604;Silva Jardim;21324;2007
3305703;Sumidouro;14679;2007
3305752;Tanguá;29248;2007
3305802;Teresópolis;155582;2007
3305901;Trajano de Moraes;10213;2007
3306008;Três Rios;75753;2007
3306107;Valença;70136;2007
3306156;Varre-Sai;8956;2007
3306206;Vassouras;33494;2007
3306305;Volta Redonda;252976;2007
3300100;Angra dos Reis;157997;2008
3300159;Aperibé;9731;2008
3300209;Araruama;105441;2008
3300225;Areal;11100;2008
3300233;Armação dos Búzios;25366;2008
3300258;Arraial do Cabo;26901;2008
3300308;Barra do Piraí;93488;2008
3300407;Barra Mansa;176378;2008
3300456;Belford Roxo;462144;2008
3300506;Bom Jardim;24772;2008
3300605;Bom Jesus do Itabapoana;35053;2008
3300704;Cabo Frio;172456;2008
3300803;Cachoeiras de Macacu;53075;2008
3300902;Cambuci;14795;2008
3301009;Campos dos Goytacazes;451783;2008
3301108;Cantagalo;19831;2008
3300936;Carapebus;12251;2008
3301157;Cardoso Moreira;12599;2008
3301207;Carmo;16982;2008
3301306;Casimiro de Abreu;32193;2008
3300951;Comendador Levy Gasparian;8128;2008
3301405;Conceição de Macabu;20701;2008
3301504;Cordeiro;20050;2008
3301603;Duas Barras;10808;2008
3301702;Duque de Caxias;838501;2008
3301801;Engenheiro Paulo de Frontin;13015;2008
3301850;Guapimirim;48437;2008
3301876;Iguaba Grande;21031;2008
3301900;Itaboraí;211528;2008
3302007;Itaguaí;103038;2008
3302056;Italva;13762;2008
3302106;Itaocara;22920;2008
3302205;Itaperuna;93943;2008
3302254;Itatiaia;27924;2008
3302270;Japeri;92914;2008
3302304;Laje do Muriaé;7570;2008
3302403;Macaé;189120;2008
3302452;Macuco;5190;2008
3302502;Magé;222851;2008
3302601;Mangaratiba;33780;2008
3302700;Maricá;115160;2008
3302809;Mendes;17804;2008
3302858;Mesquita;168309;2008
3302908;Miguel Pereira;24492;2008
3303005;Miracema;26887;2008
3303104;Natividade;15091;2008
3303203;Nilópolis;156675;2008
3303302;Niterói;481805;2008
3303401;Nova Friburgo;180315;2008
3303500;Nova Iguaçu;789880;2008
3303609;Paracambi;45712;2008
3303708;Paraíba do Sul;40321;2008
3303807;Paraty;35779;2008
3303856;Paty do Alferes;26067;2008
3303906;Petrópolis;294017;2008
3303955;Pinheiral;22031;2008
3304003;Piraí;25416;2008
3304102;Porciúncula;17383;2008
3304110;Porto Real;15575;2008
3304128;Quatis;12351;2008
3304144;Queimados;134609;2008
3304151;Quissamã;18715;2008
3304201;Resende;116557;2008
3304300;Rio Bonito;54326;2008
3304409;Rio Claro;17179;2008
3304508;Rio das Flores;8365;2008
3304524;Rio das Ostras;85398;2008
3304557;Rio de Janeiro;6225104;2008
3304607;Santa Maria Madalena;10352;2008
3304706;Santo Antônio de Pádua;40202;2008
3304805;São Fidélis;37391;2008
3304755;São Francisco de Itabapoana;41312;2008
3304904;São Gonçalo;976996;2008
3305000;São João da Barra;31665;2008
3305109;São João de Meriti;456819;2008
3305133;São José de Ubá;6881;2008
3305158;São José do Vale do Rio Preto;20053;2008
3305208;São Pedro da Aldeia;82276;2008
3305307;São Sebastião do Alto;8794;2008
3305406;Sapucaia;17451;2008
3305505;Saquarema;69255;2008
3305554;Seropédica;75411;2008
3305604;Silva Jardim;21332;2008
3305703;Sumidouro;14752;2008
3305752;Tanguá;29734;2008
3305802;Teresópolis;158257;2008
3305901;Trajano de Moraes;10238;2008
3306008;Três Rios;76309;2008
3306107;Valença;70700;2008
3306156;Varre-Sai;9126;2008
3306206;Vassouras;33797;2008
3306305;Volta Redonda;254575;2008
3300100;Angra dos Reis;163653;2009
3300159;Aperibé;9969;2009
3300209;Araruama;108675;2009
3300225;Areal;11261;2009
3300233;Armação dos Búzios;26440;2009
3300258;Arraial do Cabo;27305;2009
3300308;Barra do Piraí;94131;2009
3300407;Barra Mansa;177094;2009
3300456;Belford Roxo;465724;2009
3300506;Bom Jardim;25051;2009
3300605;Bom Jesus do Itabapoana;35231;2009
3300704;Cabo Frio;179209;2009
3300803;Cachoeiras de Macacu;53671;2009
3300902;Cambuci;14811;2009
3301009;Campos dos Goytacazes;457718;2009
3301108;Cantagalo;19830;2009
3300936;Carapebus;12793;2009
3301157;Cardoso Moreira;12599;2009
3301207;Carmo;17207;2009
3301306;Casimiro de Abreu;33733;2009
3300951;Comendador Levy Gasparian;8154;2009
3301405;Conceição de Macabu;20955;2009
3301504;Cordeiro;20239;2009
3301603;Duas Barras;10869;2009
3301702;Duque de Caxias;846734;2009
3301801;Engenheiro Paulo de Frontin;13126;2009
3301850;Guapimirim;49937;2009
3301876;Iguaba Grande;21922;2009
3301900;Itaboraí;214744;2009
3302007;Itaguaí;106021;2009
3302056;Italva;13912;2009
3302106;Itaocara;22909;2009
3302205;Itaperuna;94887;2009
3302254;Itatiaia;28350;2009
3302270;Japeri;94194;2009
3302304;Laje do Muriaé;7528;2009
3302403;Macaé;197728;2009
3302452;Macuco;5229;2009
3302502;Magé;225075;2009
3302601;Mangaratiba;35092;2009
3302700;Maricá;121155;2009
3302809;Mendes;17869;2009
3302858;Mesquita;168342;2009
3302908;Miguel Pereira;24567;2009
3303005;Miracema;26865;2009
3303104;Natividade;15086;2009
3303203;Nilópolis;157050;2009
3303302;Niterói;484675;2009
3303401;Nova Friburgo;181196;2009
3303500;Nova Iguaçu;793062;2009
3303609;Paracambi;46413;2009
3303708;Paraíba do Sul;40701;2009
3303807;Paraty;36645;2009
3303856;Paty do Alferes;26213;2009
3303906;Petrópolis;294965;2009
3303955;Pinheiral;22372;2009
3304003;Piraí;25861;2009
3304102;Porciúncula;17570;2009
3304110;Porto Real;16076;2009
3304128;Quatis;12570;2009
3304144;Queimados;136275;2009
3304151;Quissamã;19463;2009
3304201;Resende;118152;2009
3304300;Rio Bonito;54935;2009
3304409;Rio Claro;17301;2009
3304508;Rio das Flores;8462;2009
3304524;Rio das Ostras;94997;2009
3304557;Rio de Janeiro;6272594;2009
3304607;Santa Maria Madalena;10336;2009
3304706;Santo Antônio de Pádua;40395;2009
3304805;São Fidélis;37467;2009
3304755;São Francisco de Itabapoana;41333;2009
3304904;São Gonçalo;988296;2009
3305000;São João da Barra;32201;2009
3305109;São João de Meriti;457745;2009
3305133;São José de Ubá;6942;2009
3305158;São José do Vale do Rio Preto;20152;2009
3305208;São Pedro da Aldeia;85029;2009
3305307;São Sebastião do Alto;8844;2009
3305406;Sapucaia;17488;2009
3305505;Saquarema;71701;2009
3305554;Seropédica;76786;2009
3305604;Silva Jardim;21341;2009
3305703;Sumidouro;14826;2009
3305752;Tanguá;30229;2009
3305802;Teresópolis;160978;2009
3305901;Trajano de Moraes;10264;2009
3306008;Três Rios;76868;2009
3306107;Valença;71269;2009
3306156;Varre-Sai;9299;2009
3306206;Vassouras;34102;2009
3306305;Volta Redonda;256184;2009
3300100;Angra dos Reis;169511;2010
3300159;Aperibé;10213;2010
3300209;Araruama;112008;2010
3300225;Areal;11423;2010
3300233;Armação dos Búzios;27560;2010
3300258;Arraial do Cabo;27715;2010
3300308;Barra do Piraí;94778;2010
3300407;Barra Mansa;177813;2010
3300456;Belford Roxo;469332;2010
3300506;Bom Jardim;25333;2010
3300605;Bom Jesus do Itabapoana;35411;2010
3300704;Cabo Frio;186227;2010
3300803;Cachoeiras de Macacu;54273;2010
3300902;Cambuci;14827;2010
3301009;Campos dos Goytacazes;463731;2010
3301108;Cantagalo;19830;2010
3300936;Carapebus;13359;2010
3301157;Cardoso Moreira;12600;2010
3301207;Carmo;17434;2010
3301306;Casimiro de Abreu;35347;2010
3300951;Comendador Levy Gasparian;8180;2010
3301405;Conceição de Macabu;21211;2010
3301504;Cordeiro;20430;2010
3301603;Duas Barras;10930;2010
3301702;Duque de Caxias;855048;2010
3301801;Engenheiro Paulo de Frontin;13237;2010
3301850;Guapimirim;51483;2010
3301876;Iguaba Grande;22851;2010
3301900;Itaboraí;218008;2010
3302007;Itaguaí;109091;2010
3302056;Italva;14063;2010
3302106;Itaocara;22899;2010
3302205;Itaperuna;95841;2010
3302254;Itatiaia;28783;2010
3302270;Japeri;95492;2010
3302304;Laje do Muriaé;7487;2010
3302403;Macaé;206728;2010
3302452;Macuco;5269;2010
3302502;Magé;227322;2010
3302601;Mangaratiba;36456;2010
3302700;Maricá;127461;2010
3302809;Mendes;17935;2010
3302858;Mesquita;168376;2010
3302908;Miguel Pereira;24642;2010
3303005;Miracema;26843;2010
3303104;Natividade;15082;2010
3303203;Nilópolis;157425;2010
3303302;Niterói;487562;2010
3303401;Nova Friburgo;182082;2010
3303500;Nova Iguaçu;796257;2010
3303609;Paracambi;47124;2010
3303708;Paraíba do Sul;41084;2010
3303807;Paraty;37533;2010
3303856;Paty do Alferes;26359;2010
3303906;Petrópolis;295917;2010
3303955;Pinheiral;22719;2010
3304003;Piraí;26314;2010
3304102;Porciúncula;17760;2010
3304110;Porto Real;16592;2010
3304128;Quatis;12793;2010
3304144;Queimados;137962;2010
3304151;Quissamã;20242;2010
3304201;Resende;119769;2010
3304300;Rio Bonito;55551;2010
3304409;Rio Claro;17425;2010
3304508;Rio das Flores;8561;2010
3304524;Rio das Ostras;105676;2010
3304557;Rio de Janeiro;6320446;2010
3304607;Santa Maria Madalena;10321;2010
3304706;Santo Antônio de Pádua;40589;2010
3304805;São Fidélis;37543;2010
3304755;São Francisco de Itabapoana;41354;2010
3304904;São Gonçalo;999728;2010
3305000;São João da Barra;32747;2010
3305109;São João de Meriti;458673;2010
3305133;São José de Ubá;7003;2010
3305158;São José do Vale do Rio Preto;20251;2010
3305208;São Pedro da Aldeia;87875;2010
3305307;São Sebastião do Alto;8895;2010
3305406;Sapucaia;17525;2010
3305505;Saquarema;74234;2010
3305554;Seropédica;78186;2010
3305604;Silva Jardim;21349;2010
3305703;Sumidouro;14900;2010
3305752;Tanguá;30732;2010
3305802;Teresópolis;163746;2010
3305901;Trajano de Moraes;10289;2010
3306008;Três Rios;77432;2010
3306107;Valença;71843;2010
3306156;Varre-Sai;9475;2010
3306206;Vassouras;34410;2010
3306305;Volta Redonda;257803;2010
3300100;Angra dos Reis;173370;2011
3300159;Aperibé;10382;2011
3300209;Araruama;114250;2011
3300225;Areal;11540;2011
3300233;Armação dos Búzios;28279;2011
3300258;Arraial do Cabo;28010;2011
3300308;Barra do Piraí;95260;2011
3300407;Barra Mansa;178355;2011
3300456;Belford Roxo;472008;2011
3300506;Bom Jardim;25539;2011
3300605;Bom Jesus do Itabapoana;35546;2011
3300704;Cabo Frio;190787;2011
3300803;Cachoeiras de Macacu;54713;2011
3300902;Cambuci;14840;2011
3301009;Campos dos Goytacazes;468087;2011
3301108;Cantagalo;19830;2011
3300936;Carapebus;13697;2011
3301157;Cardoso Moreira;12601;2011
3301207;Carmo;17599;2011
3301306;Casimiro de Abreu;36360;2011
3300951;Comendador Levy Gasparian;8200;2011
3301405;Conceição de Macabu;21416;2011
3301504;Cordeiro;20571;2011
3301603;Duas Barras;10976;2011
3301702;Duque de Caxias;861158;2011
3301801;Engenheiro Paulo de Frontin;13324;2011
3301850;Guapimirim;52522;2011
3301876;Iguaba Grande;23475;2011
3301900;Itaboraí;220352;2011
3302007;Itaguaí;111171;2011
3302056;Italva;14174;2011
3302106;Itaocara;22892;2011
3302205;Itaperuna;96542;2011
3302254;Itatiaia;29094;2011
3302270;Japeri;96430;2011
3302304;Laje do Muriaé;7455;2011
3302403;Macaé;212433;2011
3302452;Macuco;5299;2011
3302502;Magé;228972;2011
3302601;Mangaratiba;37343;2011
3302700;Maricá;131355;2011
3302809;Mendes;17981;2011
3302858;Mesquita;168966;2011
3302908;Miguel Pereira;24699;2011
3303005;Miracema;26827;2011
3303104;Natividade;15079;2011
3303203;Nilópolis;157710;2011
3303302;Niterói;489720;2011
3303401;Nova Friburgo;182748;2011
3303500;Nova Iguaçu;799047;2011
3303609;Paracambi;47635;2011
3303708;Paraíba do Sul;41367;2011
3303807;Paraty;38147;2011
3303856;Paty do Alferes;26469;2011
3303906;Petrópolis;296565;2011
3303955;Pinheiral;22968;2011
3304003;Piraí;26637;2011
3304102;Porciúncula;17899;2011
3304110;Porto Real;16938;2011
3304128;Quatis;12952;2011
3304144;Queimados;139188;2011
3304151;Quissamã;20747;2011
3304201;Resende;120938;2011
3304300;Rio Bonito;56001;2011
3304409;Rio Claro;17517;2011
3304508;Rio das Flores;8633;2011
3304524;Rio das Ostras;110992;2011
3304557;Rio de Janeiro;6355949;2011
3304607;Santa Maria Madalena;10310;2011
3304706;Santo Antônio de Pádua;40735;2011
3304805;São Fidélis;37601;2011
3304755;São Francisco de Itabapoana;41371;2011
3304904;São Gonçalo;1008065;2011
3305000;São João da Barra;33136;2011
3305109;São João de Meriti;459379;2011
3305133;São José de Ubá;7049;2011
3305158;São José do Vale do Rio Preto;20398;2011
3305208;São Pedro da Aldeia;89739;2011
3305307;São Sebastião do Alto;8933;2011
3305406;Sapucaia;17554;2011
3305505;Saquarema;75906;2011
3305554;Seropédica;79179;2011
3305604;Silva Jardim;21356;2011
3305703;Sumidouro;14956;2011
3305752;Tanguá;31091;2011
3305802;Teresópolis;165716;2011
3305901;Trajano de Moraes;10309;2011
3306008;Três Rios;77851;2011
3306107;Valença;72268;2011
3306156;Varre-Sai;9600;2011
3306206;Vassouras;34638;2011
3306305;Volta Redonda;259012;2011
3300100;Angra dos Reis;177101;2012
3300159;Aperibé;10545;2012
3300209;Araruama;116418;2012
3300225;Areal;11654;2012
3300233;Armação dos Búzios;28973;2012
3300258;Arraial do Cabo;28295;2012
3300308;Barra do Piraí;95726;2012
3300407;Barra Mansa;178880;2012
3300456;Belford Roxo;474596;2012
3300506;Bom Jardim;25738;2012
3300605;Bom Jesus do Itabapoana;35677;2012
3300704;Cabo Frio;195197;2012
3300803;Cachoeiras de Macacu;55139;2012
3300902;Cambuci;14851;2012
3301009;Campos dos Goytacazes;472300;2012
3301108;Cantagalo;19830;2012
3300936;Carapebus;14024;2012
3301157;Cardoso Moreira;12601;2012
3301207;Carmo;17758;2012
3301306;Casimiro de Abreu;37340;2012
3300951;Comendador Levy Gasparian;8219;2012
3301405;Conceição de Macabu;21613;2012
3301504;Cordeiro;20707;2012
3301603;Duas Barras;11020;2012
3301702;Duque de Caxias;867067;2012
3301801;Engenheiro Paulo de Frontin;13408;2012
3301850;Guapimirim;53527;2012
3301876;Iguaba Grande;24079;2012
3301900;Itaboraí;222618;2012
3302007;Itaguaí;113182;2012
3302056;Italva;14281;2012
3302106;Itaocara;22884;2012
3302205;Itaperuna;97219;2012
3302254;Itatiaia;29394;2012
3302270;Japeri;97337;2012
3302304;Laje do Muriaé;7424;2012
3302403;Macaé;217951;2012
3302452;Macuco;5327;2012
3302502;Magé;230568;2012
3302601;Mangaratiba;38201;2012
3302700;Maricá;135121;2012
3302809;Mendes;18024;2012
3302858;Mesquita;169537;2012
3302908;Miguel Pereira;24754;2012
3303005;Miracema;26810;2012
3303104;Natividade;15076;2012
3303203;Nilópolis;157986;2012
3303302;Niterói;491807;2012
3303401;Nova Friburgo;183391;2012
3303500;Nova Iguaçu;801746;2012
3303609;Paracambi;48129;2012
3303708;Paraíba do Sul;41639;2012
3303807;Paraty;38740;2012
3303856;Paty do Alferes;26575;2012
3303906;Petrópolis;297192;2012
3303955;Pinheiral;23208;2012
3304003;Piraí;26948;2012
3304102;Porciúncula;18034;2012
3304110;Porto Real;17272;2012
3304128;Quatis;13105;2012
3304144;Queimados;140374;2012
3304151;Quissamã;21234;2012
3304201;Resende;122068;2012
3304300;Rio Bonito;56436;2012
3304409;Rio Claro;17606;2012
3304508;Rio das Flores;8703;2012
3304524;Rio das Ostras;116134;2012
3304557;Rio de Janeiro;6390290;2012
3304607;Santa Maria Madalena;10298;2012
3304706;Santo Antônio de Pádua;40876;2012
3304805;São Fidélis;37657;2012
3304755;São Francisco de Itabapoana;41386;2012
3304904;São Gonçalo;1016128;2012
3305000;São João da Barra;33512;2012
3305109;São João de Meriti;460062;2012
3305133;São José de Ubá;7093;2012
3305158;São José do Vale do Rio Preto;20540;2012
3305208;São Pedro da Aldeia;91542;2012
3305307;São Sebastião do Alto;8970;2012
3305406;Sapucaia;17581;2012
3305505;Saquarema;77522;2012
3305554;Seropédica;80138;2012
3305604;Silva Jardim;21362;2012
3305703;Sumidouro;15010;2012
3305752;Tanguá;31438;2012
3305802;Teresópolis;167622;2012
3305901;Trajano de Moraes;10327;2012
3306008;Três Rios;78256;2012
3306107;Valença;72679;2012
3306156;Varre-Sai;9720;2012
3306206;Vassouras;34858;2012
3306305;Volta Redonda;260180;2012
3300100;Angra dos Reis;181486;2013
3300159;Aperibé;10736;2013
3300209;Araruama;118964;2013
3300225;Areal;11785;2013
3300233;Armação dos Búzios;29790;2013
3300258;Arraial do Cabo;28627;2013
3300308;Barra do Piraí;96261;2013
3300407;Barra Mansa;179472;2013
3300456;Belford Roxo;477583;2013
3300506;Bom Jardim;25969;2013
3300605;Bom Jesus do Itabapoana;35825;2013
3300704;Cabo Frio;200380;2013
3300803;Cachoeiras de Macacu;55632;2013
3300902;Cambuci;14862;2013
3301009;Campos dos Goytacazes;477208;2013
3301108;Cantagalo;19825;2013
3300936;Carapebus;14408;2013
3301157;Cardoso Moreira;12599;2013
3301207;Carmo;17944;2013
3301306;Casimiro de Abreu;38492;2013
3300951;Comendador Levy Gasparian;8240;2013
3301405;Conceição de Macabu;21844;2013
3301504;Cordeiro;20863;2013
3301603;Duas Barras;11070;2013
3301702;Duque de Caxias;873921;2013
3301801;Engenheiro Paulo de Frontin;13505;2013
3301850;Guapimirim;54706;2013
3301876;Iguaba Grande;24788;2013
3301900;Itaboraí;225263;2013
3302007;Itaguaí;115542;2013
3302056;Italva;14405;2013
3302106;Itaocara;22870;2013
3302205;Itaperuna;98004;2013
3302254;Itatiaia;29744;2013
3302270;Japeri;98393;2013
3302304;Laje do Muriaé;7385;2013
3302403;Macaé;224442;2013
3302452;Macuco;5360;2013
3302502;Magé;232419;2013
3302601;Mangaratiba;39210;2013
3302700;Maricá;139552;2013
3302809;Mendes;18072;2013
3302858;Mesquita;170185;2013
3302908;Miguel Pereira;24815;2013
3303005;Miracema;26786;2013
3303104;Natividade;15069;2013
3303203;Nilópolis;158288;2013
3303302;Niterói;494200;2013
3303401;Nova Friburgo;184122;2013
3303500;Nova Iguaçu;804815;2013
3303609;Paracambi;48705;2013
3303708;Paraíba do Sul;41955;2013
3303807;Paraty;39434;2013
3303856;Paty do Alferes;26696;2013
3303906;Petrópolis;297888;2013
3303955;Pinheiral;23488;2013
3304003;Piraí;27311;2013
3304102;Porciúncula;18188;2013
3304110;Porto Real;17663;2013
3304128;Quatis;13283;2013
3304144;Queimados;141753;2013
3304151;Quissamã;21806;2013
3304201;Resende;123385;2013
3304300;Rio Bonito;56942;2013
3304409;Rio Claro;17709;2013
3304508;Rio das Flores;8783;2013
3304524;Rio das Ostras;122196;2013
3304557;Rio de Janeiro;6429922;2013
3304607;Santa Maria Madalena;10282;2013
3304706;Santo Antônio de Pádua;41035;2013
3304805;São Fidélis;37717;2013
3304755;São Francisco de Itabapoana;41397;2013
3304904;São Gonçalo;1025507;2013
3305000;São João da Barra;33951;2013
3305109;São João de Meriti;460799;2013
3305133;São José de Ubá;7143;2013
3305158;São José do Vale do Rio Preto;20704;2013
3305208;São Pedro da Aldeia;93659;2013
3305307;São Sebastião do Alto;9012;2013
3305406;Sapucaia;17610;2013
3305505;Saquarema;79421;2013
3305554;Seropédica;81260;2013
3305604;Silva Jardim;21366;2013
3305703;Sumidouro;15070;2013
3305752;Tanguá;31844;2013
3305802;Teresópolis;169849;2013
3305901;Trajano de Moraes;10347;2013
3306008;Três Rios;78723;2013
3306107;Valença;73154;2013
3306156;Varre-Sai;9861;2013
3306206;Vassouras;35112;2013
3306305;Volta Redonda;261522;2013
3300100;Angra dos Reis;184940;2014
3300159;Aperibé;10882;2014
3300209;Araruama;120948;2014
3300225;Areal;11879;2014
3300233;Armação dos Búzios;30439;2014
3300258;Arraial do Cabo;28866;2014
3300308;Barra do Piraí;96568;2014
3300407;Barra Mansa;179697;2014
3300456;Belford Roxo;479386;2014
3300506;Bom Jardim;26126;2014
3300605;Bom Jesus do Itabapoana;35896;2014
3300704;Cabo Frio;204486;2014
3300803;Cachoeiras de Macacu;55967;2014
3300902;Cambuci;14849;2014
3301009;Campos dos Goytacazes;480648;2014
3301108;Cantagalo;19792;2014
3300936;Carapebus;14713;2014
3301157;Cardoso Moreira;12578;2014
3301207;Carmo;18074;2014
3301306;Casimiro de Abreu;39414;2014
3300951;Comendador Levy Gasparian;8245;2014
3301405;Conceição de Macabu;22006;2014
3301504;Cordeiro;20965;2014
3301603;Duas Barras;11096;2014
3301702;Duque de Caxias;878402;2014
3301801;Engenheiro Paulo de Frontin;13566;2014
3301850;Guapimirim;55626;2014
3301876;Iguaba Grande;25354;2014
3301900;Itaboraí;227168;2014
3302007;Itaguaí;117374;2014
3302056;Italva;14489;2014
3302106;Itaocara;22824;2014
3302205;Itaperuna;98521;2014
3302254;Itatiaia;29996;2014
3302270;Japeri;99141;2014
3302304;Laje do Muriaé;7341;2014
3302403;Macaé;229624;2014
3302452;Macuco;5380;2014
3302502;Magé;233634;2014
3302601;Mangaratiba;40008;2014
3302700;Maricá;143111;2014
3302809;Mendes;18086;2014
3302858;Mesquita;170473;2014
3302908;Miguel Pereira;24829;2014
3303005;Miracema;26724;2014
3303104;Natividade;15040;2014
3303203;Nilópolis;158299;2014
3303302;Niterói;495470;2014
3303401;Nova Friburgo;184460;2014
3303500;Nova Iguaçu;806177;2014
3303609;Paracambi;49120;2014
3303708;Paraíba do Sul;42159;2014
3303807;Paraty;39965;2014
3303856;Paty do Alferes;26758;2014
3303906;Petrópolis;298017;2014
3303955;Pinheiral;23691;2014
3304003;Piraí;27579;2014
3304102;Porciúncula;18293;2014
3304110;Porto Real;17970;2014
3304128;Quatis;13415;2014
3304144;Queimados;142709;2014
3304151;Quissamã;22261;2014
3304201;Resende;124316;2014
3304300;Rio Bonito;57284;2014
3304409;Rio Claro;17768;2014
3304508;Rio das Flores;8838;2014
3304524;Rio das Ostras;127171;2014
3304557;Rio de Janeiro;6453682;2014
3304607;Santa Maria Madalena;10253;2014
3304706;Santo Antônio de Pádua;41108;2014
3304805;São Fidélis;37710;2014
3304755;São Francisco de Itabapoana;41343;2014
3304904;São Gonçalo;1031903;2014
3305000;São João da Barra;34273;2014
3305109;São João de Meriti;460711;2014
3305133;São José de Ubá;7175;2014
3305158;São José do Vale do Rio Preto;20812;2014
3305208;São Pedro da Aldeia;95318;2014
3305307;São Sebastião do Alto;9033;2014
3305406;Sapucaia;17608;2014
3305505;Saquarema;80915;2014
3305554;Seropédica;82090;2014
3305604;Silva Jardim;21336;2014
3305703;Sumidouro;15099;2014
3305752;Tanguá;32140;2014
3305802;Teresópolis;171482;2014
3305901;Trajano de Moraes;10348;2014
3306008;Três Rios;78998;2014
3306107;Valença;73445;2014
3306156;Varre-Sai;9966;2014
3306206;Vassouras;35275;2014
3306305;Volta Redonda;262259;2014
3300100;Angra dos Reis;188276;2015
3300159;Aperibé;11023;2015
3300209;Araruama;122865;2015
3300225;Areal;11970;2015
3300233;Armação dos Búzios;31067;2015
3300258;Arraial do Cabo;29097;2015
3300308;Barra do Piraí;96865;2015
3300407;Barra Mansa;179915;2015
3300456;Belford Roxo;481127;2015
3300506;Bom Jardim;26278;2015
3300605;Bom Jesus do Itabapoana;35964;2015
3300704;Cabo Frio;208451;2015
3300803;Cachoeiras de Macacu;56290;2015
3300902;Cambuci;14836;2015
3301009;Campos dos Goytacazes;483970;2015
3301108;Cantagalo;19759;2015
3300936;Carapebus;15008;2015
3301157;Cardoso Moreira;12558;2015
3301207;Carmo;18200;2015
3301306;Casimiro de Abreu;40305;2015
3300951;Comendador Levy Gasparian;8250;2015
3301405;Conceição de Macabu;22163;2015
3301504;Cordeiro;21063;2015
3301603;Duas Barras;11121;2015
3301702;Duque de Caxias;882729;2015
3301801;Engenheiro Paulo de Frontin;13626;2015
3301850;Guapimirim;56515;2015
3301876;Iguaba Grande;25901;2015
3301900;Itaboraí;229007;2015
3302007;Itaguaí;119143;2015
3302056;Italva;14569;2015
3302106;Itaocara;22779;2015
3302205;Itaperuna;99021;2015
3302254;Itatiaia;30240;2015
3302270;Japeri;99863;2015
3302304;Laje do Muriaé;7298;2015
3302403;Macaé;234628;2015
3302452;Macuco;5398;2015
3302502;Magé;234809;2015
3302601;Mangaratiba;40779;2015
3302700;Maricá;146549;2015
3302809;Mendes;18099;2015
3302858;Mesquita;170751;2015
3302908;Miguel Pereira;24842;2015
3303005;Miracema;26665;2015
3303104;Natividade;15013;2015
3303203;Nilópolis;158309;2015
3303302;Niterói;496696;2015
3303401;Nova Friburgo;184786;2015
3303500;Nova Iguaçu;807492;2015
3303609;Paracambi;49521;2015
3303708;Paraíba do Sul;42356;2015
3303807;Paraty;40478;2015
3303856;Paty do Alferes;26818;2015
3303906;Petrópolis;298142;2015
3303955;Pinheiral;23887;2015
3304003;Piraí;27838;2015
3304102;Porciúncula;18059;2015
3304110;Porto Real;18266;2015
3304128;Quatis;13543;2015
3304144;Queimados;143632;2015
