cod_munic;munic;pop_munic;ano
3304151;Quissamã;22700;2015
3304201;Resende;125214;2015
3304300;Rio Bonito;57615;2015
3304409;Rio Claro;17826;2015
3304508;Rio das Flores;8892;2015
3304524;Rio das Ostras;131976;2015
3304557;Rio de Janeiro;6476631;2015
3304607;Santa Maria Madalena;10225;2015
3304706;Santo Antônio de Pádua;41178;2015
3304805;São Fidélis;37703;2015
3304755;São Francisco de Itabapoana;41291;2015
3304904;São Gonçalo;1038081;2015
3305000;São João da Barra;34583;2015
3305109;São João de Meriti;460625;2015
3305133;São José de Ubá;7206;2015
3305158;São José do Vale do Rio Preto;20916;2015
3305208;São Pedro da Aldeia;96920;2015
3305307;São Sebastião do Alto;9054;2015
3305406;Sapucaia;17606;2015
3305505;Saquarema;82359;2015
3305554;Seropédica;82892;2015
3305604;Silva Jardim;21307;2015
3305703;Sumidouro;15127;2015
3305752;Tanguá;32426;2015
3305802;Teresópolis;173060;2015
3305901;Trajano de Moraes;10350;2015
3306008;Três Rios;79264;2015
3306107;Valença;73725;2015
3306156;Varre-Sai;10402;2015
3306206;Vassouras;35432;2015
3306305;Volta Redonda;262970;2015
3300100;Angra dos Reis;191504;2016
3300159;Aperibé;11160;2016
3300209;Araruama;124940;2016
3300225;Areal;12058;2016
3300233;Armação dos Búzios;31674;2016
3300258;Arraial do Cabo;29077;2016
3300308;Barra do Piraí;97152;2016
3300407;Barra Mansa;180126;2016
3300456;Belford Roxo;494141;2016
3300506;Bom Jardim;26424;2016
3300605;Bom Jesus do Itabapoana;36031;2016
3300704;Cabo Frio;212289;2016
3300803;Cachoeiras de Macacu;56603;2016
3300902;Cambuci;14824;2016
3301009;Campos dos Goytacazes;487186;2016
3301108;Cantagalo;19727;2016
3300936;Carapebus;15293;2016
3301157;Cardoso Moreira, Italva;12538;2016
3301207;Carmo;18322;2016
3301306;Casimiro de Abreu;41167;2016
3300951;Comendador Levy Gasparian;8255;2016
3301405;Conceição de Macabu;22315;2016
3301504;Cordeiro;21158;2016
3301603;Duas Barras;11145;2016
3301702;Duque de Caxias;886917;2016
3301801;Engenheiro Paulo de Frontin;13521;2016
3301850;Guapimirim;57105;2016
3301876;Iguaba Grande;26430;2016
3301900;Itaboraí;230786;2016
3302007;Itaguaí;120855;2016
3302056;Italva;14647;2016
3302106;Itaocara;22736;2016
3302205;Itaperuna;99504;2016
3302254;Itatiaia;30475;2016
3302270;Japeri;100562;2016
3302304;Laje do Muriaé;7257;2016
3302403;Macaé;239471;2016
3302452;Macuco;5417;2016
3302502;Magé;236319;2016
3302601;Mangaratiba;41557;2016
3302700;Maricá;149876;2016
3302809;Mendes;18111;2016
3302858;Mesquita;171020;2016
3302908;Miguel Pereira;24855;2016
3303005;Miracema;26607;2016
3303104;Natividade;14986;2016
3303203;Nilópolis;158319;2016
3303302;Niterói;497883;2016
3303401;Nova Friburgo;185102;2016
3303500;Nova Iguaçu;797435;2016
3303609;Paracambi;50071;2016
3303708;Paraíba do Sul;42737;2016
3303807;Paraty;40975;2016
3303856;Paty do Alferes;26939;2016
3303906;Petrópolis;298158;2016
3303955;Pinheiral;24076;2016
3304003;Piraí;28088;2016
3304102;Porciúncula;18156;2016
3304110;Porto Real;18552;2016
3304128;Quatis;13666;2016
3304144;Queimados;144525;2016
3304151;Quissamã;23125;2016
3304201;Resende;126084;2016
3304300;Rio Bonito;57963;2016
3304409;Rio Claro;17850;2016
3304508;Rio das Flores;8943;2016
3304524;Rio das Ostras;136626;2016
3304557;Rio de Janeiro;6498837;2016
3304607;Santa Maria Madalena;10198;2016
3304706;Santo Antônio de Pádua;41246;2016
3304805;São Fidélis;37696;2016
3304755;São Francisco de Itabapoana;41240;2016
3304904;São Gonçalo;1044058;2016
3305000;São João da Barra;34884;2016
3305109;São João de Meriti;460541;2016
3305133;São José de Ubá;7236;2016
3305158;São José do Vale do Rio Preto;21017;2016
3305208;São Pedro da Aldeia;98470;2016
3305307;São Sebastião do Alto;9075;2016
3305406;Sapucaia;17604;2016
3305505;Saquarema;83750;2016
3305554;Seropédica;83667;2016
3305604;Silva Jardim;21279;2016
3305703;Sumidouro;15153;2016
3305752;Tanguá;32703;2016
3305802;Teresópolis;174587;2016
3305901;Trajano de Moraes;10351;2016
3306008;Três Rios;79230;2016
3306107;Valença;73997;2016
3306156;Varre-Sai;10500;2016
3306206;Vassouras;35622;2016
3306305;Volta Redonda;263659;2016
3300100;Angra dos Reis;194619;2017
3300159;Aperibé;11292;2017
3300209;Araruama;126742;2017
3300225;Areal;12143;2017
3300233;Armação dos Búzios;32260;2017
3300258;Arraial do Cabo;29304;2017
3300308;Barra do Piraí;97460;2017
3300407;Barra Mansa;179451;2017
3300456;Belford Roxo;495783;2017
3300506;Bom Jardim;26566;2017
3300605;Bom Jesus do Itabapoana;36068;2017
3300704;Cabo Frio;216030;2017
3300803;Cachoeiras de Macacu;57048;2017
3300902;Cambuci;15124;2017
3301009;Campos dos Goytacazes;490288;2017
3301108;Cantagalo;19697;2017
3300936;Carapebus;15568;2017
3301157;Cardoso Moreira;12519;2017
3301207;Carmo;18264;2017
3301306;Casimiro de Abreu;41999;2017
3300951;Comendador Levy Gasparian;8336;2017
3301405;Conceição de Macabu;22461;2017
3301504;Cordeiro;21250;2017
3301603;Duas Barras;11169;2017
3301702;Duque de Caxias;890997;2017
3301801;Engenheiro Paulo de Frontin;13576;2017
3301850;Guapimirim;57921;2017
3301876;Iguaba Grande;26936;2017
3301900;Itaboraí;232394;2017
3302007;Itaguaí;122369;2017
3302056;Italva;14723;2017
3302106;Itaocara;22694;2017
3302205;Itaperuna;99997;2017
3302254;Itatiaia;30703;2017
3302270;Japeri;101237;2017
3302304;Laje do Muriaé;7217;2017
3302403;Macaé;244139;2017
3302452;Macuco;5434;2017
3302502;Magé;237420;2017
3302601;Mangaratiba;42415;2017
3302700;Maricá;153008;2017
3302809;Mendes;18123;2017
3302858;Mesquita;171280;2017
3302908;Miguel Pereira;24871;2017
3303005;Miracema;26551;2017
3303104;Natividade;14960;2017
3303203;Nilópolis;158329;2017
3303302;Niterói;499028;2017
3303401;Nova Friburgo;185381;2017
3303500;Nova Iguaçu;798647;2017
3303609;Paracambi;50447;2017
3303708;Paraíba do Sul;42922;2017
3303807;Paraty;41454;2017
3303856;Paty do Alferes;26991;2017
3303906;Petrópolis;298235;2017
3303955;Pinheiral;24282;2017
3304003;Piraí;28222;2017
3304102;Porciúncula;18248;2017
3304110;Porto Real;18829;2017
3304128;Quatis;13785;2017
3304144;Queimados;145386;2017
3304151;Quissamã;23535;2017
3304201;Resende;126923;2017
3304300;Rio Bonito;58272;2017
3304409;Rio Claro;17988;2017
3304508;Rio das Flores;8984;2017
3304524;Rio das Ostras;141117;2017
3304557;Rio de Janeiro;6520266;2017
3304607;Santa Maria Madalena;10172;2017
3304706;Santo Antônio de Pádua;41312;2017
3304805;São Fidélis;37689;2017
3304755;São Francisco de Itabapoana;41191;2017
3304904;São Gonçalo;1049826;2017
3305000;São João da Barra;35174;2017
3305109;São João de Meriti;460461;2017
3305133;São José de Ubá;6953;2017
3305158;São José do Vale do Rio Preto;21114;2017
3305208;São Pedro da Aldeia;99906;2017
3305307;São Sebastião do Alto;9094;2017
3305406;Sapucaia;17765;2017
3305505;Saquarema;85175;2017
3305554;Seropédica;84416;2017
3305604;Silva Jardim;21253;2017
3305703;Sumidouro;15191;2017
3305752;Tanguá;32970;2017
3305802;Teresópolis;176060;2017
3305901;Trajano de Moraes;10352;2017
3306008;Três Rios;79402;2017
3306107;Valença;74237;2017
3306156;Varre-Sai;10597;2017
3306206;Vassouras;35768;2017
3306305;Volta Redonda;265201;2017
3300100;Angra dos Reis;200407;2018
3300159;Aperibé;11612;2018
3300209;Araruama;130439;2018
3300225;Areal;12471;2018
3300233;Armação dos Búzios;33240;2018
3300258;Arraial do Cabo;30096;2018
3300308;Barra do Piraí;99969;2018
3300407;Barra Mansa;183976;2018
3300456;Belford Roxo;508614;2018
3300506;Bom Jardim;27269;2018
3300605;Bom Jesus do Itabapoana;36985;2018
3300704;Cabo Frio;222528;2018
3300803;Cachoeiras de Macacu;58560;2018
3300902;Cambuci;15496;2018
3301009;Campos dos Goytacazes;503424;2018
3301108;Cantagalo;20177;2018
3300936;Carapebus;16039;2018
3301157;Cardoso Moreira;12826;2018
3301207;Carmo;18755;2018
3301306;Casimiro de Abreu;43295;2018
3300951;Comendador Levy Gasparian;8544;2018
3301405;Conceição de Macabu;23064;2018
3301504;Cordeiro;21806;2018
3301603;Duas Barras;11454;2018
3301702;Duque de Caxias;914383;2018
3301801;Engenheiro Paulo de Frontin;13929;2018
3301850;Guapimirim;59613;2018
3301876;Iguaba Grande;27762;2018
3301900;Itaboraí;238695;2018
3302007;Itaguaí;125913;2018
3302056;Italva;15113;2018
3302106;Itaocara;23247;2018
3302205;Itaperuna;102626;2018
3302254;Itatiaia;31537;2018
3302270;Japeri;103960;2018
3302304;Laje do Muriaé;7386;2018
3302403;Macaé;251631;2018
3302452;Macuco;5574;2018
3302502;Magé;243657;2018
3302601;Mangaratiba;43689;2018
3302700;Maricá;157789;2018
3302809;Mendes;18578;2018
3302858;Mesquita;175620;2018
3302908;Miguel Pereira;25493;2018
3303005;Miracema;27195;2018
3303104;Natividade;15324;2018
3303203;Nilópolis;162269;2018
3303302;Niterói;511786;2018
3303401;Nova Friburgo;190084;2018
3303500;Nova Iguaçu;818875;2018
3303609;Paracambi;51815;2018
3303708;Paraíba do Sul;44045;2018
3303807;Paraty;42630;2018
3303856;Paty do Alferes;27678;2018
3303906;Petrópolis;305687;2018
3303955;Pinheiral;24941;2018
3304003;Piraí;28999;2018
3304102;Porciúncula;18730;2018
3304110;Porto Real;19381;2018
3304128;Quatis;14165;2018
3304144;Queimados;149265;2018
3304151;Quissamã;24246;2018
3304201;Resende;130334;2018
3304300;Rio Bonito;59814;2018
3304409;Rio Claro;18451;2018
3304508;Rio das Flores;9222;2018
3304524;Rio das Ostras;145989;2018
3304557;Rio de Janeiro;6688927;2018
3304607;Santa Maria Madalena;10417;2018
3304706;Santo Antônio de Pádua;42359;2018
3304805;São Fidélis;38626;2018
3304755;São Francisco de Itabapoana;42201;2018
3304904;São Gonçalo;1077687;2018
3305000;São João da Barra;36138;2018
3305109;São João de Meriti;471888;2018
3305133;São José de Ubá;7134;2018
3305158;São José do Vale do Rio Preto;21670;2018
3305208;São Pedro da Aldeia;102846;2018
3305307;São Sebastião do Alto;9326;2018
3305406;Sapucaia;18205;2018
3305505;Saquarema;87704;2018
3305554;Seropédica;86743;2018
3305604;Silva Jardim;21773;2018
3305703;Sumidouro;15577;2018
3305752;Tanguá;33870;2018
3305802;Teresópolis;180886;2018
3305901;Trajano de Moraes;10611;2018
3306008;Três Rios;81453;2018
3306107;Valença;76163;2018
3306156;Varre-Sai;10890;2018
3306206;Vassouras;36702;2018
3306305;Volta Redonda;271998;2018
3300100;Angra dos Reis;203785;2019
3300159;Aperibé;11759;2019
3300209;Araruama;132400;2019
3300225;Areal;12572;2019
3300233;Armação dos Búzios;33870;2019
3300258;Arraial do Cabo;30349;2019
3300308;Barra do Piraí;100374;2019
3300407;Barra Mansa;184412;2019
3300456;Belford Roxo;510906;2019
3300506;Bom Jardim;27446;2019
3300605;Bom Jesus do Itabapoana;37096;2019
3300704;Cabo Frio;226525;2019
3300803;Cachoeiras de Macacu;58937;2019
3300902;Cambuci;15505;2019
3301009;Campos dos Goytacazes;507548;2019
3301108;Cantagalo;20172;2019
3300936;Carapebus;16301;2019
3301157;Cardoso Moreira;12823;2019
3301207;Carmo;18895;2019
3301306;Casimiro de Abreu;44184;2019
3300951;Comendador Levy Gasparian;8561;2019
3301405;Conceição de Macabu;23228;2019
3301504;Cordeiro;21926;2019
3301603;Duas Barras;11492;2019
3301702;Duque de Caxias;919596;2019
3301801;Engenheiro Paulo de Frontin;14002;2019
3301850;Guapimirim;60517;2019
3301876;Iguaba Grande;28310;2019
3301900;Itaboraí;240592;2019
3302007;Itaguaí;133019;2019
3302056;Italva;15207;2019
3302106;Itaocara;23234;2019
3302205;Itaperuna;103224;2019
3302254;Itatiaia;31805;2019
3302270;Japeri;104768;2019
3302304;Laje do Muriaé;7355;2019
3302403;Macaé;256672;2019
3302452;Macuco;5599;2019
3302502;Magé;245071;2019
3302601;Mangaratiba;44468;2019
3302700;Maricá;161207;2019
3302809;Mendes;18614;2019
3302858;Mesquita;176103;2019
3302908;Miguel Pereira;25538;2019
3303005;Miracema;27174;2019
3303104;Natividade;15317;2019
3303203;Nilópolis;162485;2019
3303302;Niterói;513584;2019
3303401;Nova Friburgo;190631;2019
3303500;Nova Iguaçu;821128;2019
3303609;Paracambi;52257;2019
3303708;Paraíba do Sul;44285;2019
3303807;Paraty;43165;2019
3303856;Paty do Alferes;27769;2019
3303906;Petrópolis;306191;2019
3303955;Pinheiral;25156;2019
3304003;Piraí;29277;2019
3304102;Porciúncula;18847;2019
3304110;Porto Real;19683;2019
3304128;Quatis;14302;2019
3304144;Queimados;150319;2019
3304151;Quissamã;24700;2019
3304201;Resende;131341;2019
3304300;Rio Bonito;60201;2019
3304409;Rio Claro;18529;2019
3304508;Rio das Flores;9284;2019
3304524;Rio das Ostras;150674;2019
3304557;Rio de Janeiro;6718903;2019
3304607;Santa Maria Madalena;10404;2019
3304706;Santo Antônio de Pádua;42479;2019
3304805;São Fidélis;38669;2019
3304755;São Francisco de Itabapoana;42205;2019
3304904;São Gonçalo;1084839;2019
3305000;São João da Barra;36102;2019
3305109;São João de Meriti;472406;2019
3305133;São José de Ubá;7171;2019
3305158;São José do Vale do Rio Preto;21795;2019
3305208;São Pedro da Aldeia;104476;2019
3305307;São Sebastião do Alto;9357;2019
3305406;Sapucaia;18228;2019
3305505;Saquarema;89170;2019
3305554;Seropédica;82312;2019
3305604;Silva Jardim;21774;2019
3305703;Sumidouro;15623;2019
3305752;Tanguá;34309;2019
3305802;Teresópolis;182594;2019
3305901;Trajano de Moraes;10626;2019
3306008;Três Rios;81804;2019
3306107;Valença;76523;2019
3306156;Varre-Sai;11000;2019
3306206;Vassouras;36896;2019
3306305;Volta Redonda;273012;2019
3300100;Angra dos Reis;207044;2020
3300159;Santo Antônio de Pádua, Aperibé;11901;2020
3300209;Araruama;134293;2020
3300225;Areal,Comendador Levy Gasparian, Três Rios;12669;2020
3300233;Armação dos Búzios;34477;2020
3300258;Arraial do Cabo;30593;2020
3300308;Barra do Piraí;100764;2020
3300407;Barra Mansa;184833;2020
3300456;Belford Roxo;513118;2020
3300506;Bom Jardim;27616;2020
3300605;Bom Jesus do Itabapoana;37203;2020
3300704;Cabo Frio;230378;2020
3300803;Cachoeiras de Macacu;59303;2020
3300902;Cambuci;15514;2020
3301009;Campos dos Goytacazes;511168;2020
3301108;Cantagalo;20168;2020
3300936;Quissamã, Carapebus;16586;2020
3301157;Cardoso Moreira, Italva;12821;2020
3301207;Carmo;19030;2020
3301306;Casimiro de Abreu;45041;2020
3300951;Areal,Comendador Levy Gasparian, Três Rios;8576;2020
3301405;Conceição de Macabu;23398;2020
3301504;Cordeiro, Macuco;22041;2020
3301603;Duas Barras;11528;2020
3301702;Duque de Caxias;924624;2020
3301801;Engenheiro Paulo de Frontin;14071;2020
3301850;Guapimirim;61388;2020
3301876;Iguaba Grande;28837;2020
3301900;Itaboraí;242543;2020
3302007;Itaguaí;134819;2020
3302056;Cardoso Moreira, Italva;15299;2020
3302106;Itaocara;23222;2020
3302205;Itaperuna, São José de Ubá;103800;2020
3302254;Itatiaia;32064;2020
3302270;Japeri;105548;2020
3302304;Laje do Muriaé;7326;2020
3302403;Macaé;261501;2020
3302452;Cordeiro, Macuco;5623;2020
3302502;Magé;246433;2020
3302601;Mangaratiba;45220;2020
3302700;Maricá;164504;2020
3302809;Mendes;18648;2020
3302858;Mesquita;176569;2020
3302908;Miguel Pereira, Paty dos Alferes;25581;2020
3303005;Miracema;27154;2020
3303104;Natividade, Varre-Sai;15311;2020
3303203;Nilópolis;162693;2020
3303302;Niterói;515317;2020
3303401;Nova Friburgo;191158;2020
3303500;Nova Iguaçu;823302;2020
3303609;Paracambi;52683;2020
3303708;Paraíba do Sul;44518;2020
3303807;Paraty;43680;2020
3303856;Miguel Pereira, Paty dos Alferes;27858;2020
3303906;Petrópolis;306678;2020
3303955;Pinheiral;25364;2020
3304003;Piraí;29545;2020
3304102;Porciúncula;18960;2020
3304110;Porto Real, Quatis;19974;2020
3304128;Porto Real, Quatis;14435;2020
3304144;Queimados;151335;2020
3304151;Quissamã, Carapebus;25126;2020
3304201;Resende;132312;2020
3304300;Rio Bonito;60573;2020
3304409;Rio Claro;18605;2020
3304508;Rio das Flores;9344;2020
3304524;Rio das Ostras;155193;2020
3304557;Rio de Janeiro;6747815;2020
3304607;Santa Maria Madalena;10392;2020
3304706;Santo Antônio de Pádua, Aperibé;42594;2020
3304805;São Fidélis;38710;2020
3304755;São Francisco de Itabapoana;42210;2020
3304904;São Gonçalo;1091737;2020
3305000;São João da Barra;36423;2020
3305109;São João de Meriti;472906;2020
3305133;Itaperuna, São José de Ubá;7206;2020
3305158;São José do Vale do Rio Preto;21916;2020
3305208;São Pedro da Aldeia;106049;2020
3305307;São Sebastião do Alto;9387;2020
3305406;Sapucaia;18249;2020
3305505;Saquarema;90583;2020
3305554;Seropédica;83092;2020
3305604;Silva Jardim;21774;2020
3305703;Sumidouro;15667;2020
3305752;Tanguá;34610;2020
3305802;Teresópolis;184240;2020
3305901;Trajano de Moraes;10640;2020
3306008;Areal,Comendador Levy Gasparian, Três Rios;82142;2020
3306107;Valença;76869;2020
3306156;Natividade, Varre-Sai;11106;2020
3306206;Vassouras;37083;2020
3306305;Volta Redonda;273988;2020
3300100;Angra dos Reis;210171;2021
3300159;Santo Antônio de Pádua, Aperibé;12036;2021
3300209;Araruama;136109;2021
3300225;Areal,Comendador Levy Gasparian, Três Rios;12763;2021
3300233;Armação dos Búzios;35060;2021
3300258;Arraial do Cabo;30827;2021
3300308;Barra do Piraí;101139;2021
3300407;Barra Mansa;185237;2021
3300456;Belford Roxo;515239;2021
3300506;Bom Jardim;27779;2021
3300605;Bom Jesus do Itabapoana;37306;2021
3300704;Cabo Frio;234077;2021
3300803;Cachoeiras de Macacu;59652;2021
3300902;Cambuci;15521;2021
3301009;Campos dos Goytacazes;514643;2021
3301108;Cantagalo;20163;2021
3300936;Quissamã, Carapebus;16859;2021
3301157;Cardoso Moreira, Italva;12818;2021
3301207;Carmo;19161;2021
3301306;Casimiro de Abreu;45864;2021
3300951;Areal,Comendador Levy Gasparian, Três Rios;8590;2021
3301405;Conceição de Macabu;23561;2021
3301504;Cordeiro, Macuco;22152;2021
3301603;Duas Barras;11563;2021
3301702;Duque de Caxias;929449;2021
3301801;Engenheiro Paulo de Frontin;14138;2021
3301850;Guapimirim;62225;2021
3301876;Iguaba Grande;29344;2021
3301900;Itaboraí;244416;2021
3302007;Itaguaí;136547;2021
3302056;Cardoso Moreira, Italva;15387;2021
3302106;Itaocara;23211;2021
3302205;Itaperuna, São José de Ubá;104354;2021
3302254;Itatiaia;32312;2021
3302270;Japeri;106296;2021
3302304;Laje do Muriaé;7298;2021
3302403;Macaé;266136;2021
3302452;Cordeiro, Macuco;5646;2021
3302502;Magé;247741;2021
3302601;Mangaratiba;45941;2021
3302700;Maricá;167668;2021
3302809;Mendes;18681;2021
3302858;Mesquita;177016;2021
3302908;Miguel Pereira, Paty dos Alferes;25622;2021
3303005;Miracema;27134;2021
3303104;Natividade, Varre-Sai;15305;2021
3303203;Nilópolis;162893;2021
3303302;Niterói;516981;2021
3303401;Nova Friburgo;191664;2021
3303500;Nova Iguaçu;825388;2021
3303609;Paracambi;53093;2021
3303708;Paraíba do Sul;44741;2021
3303807;Paraty;44175;2021
3303856;Miguel Pereira, Paty dos Alferes;27942;2021
3303906;Petrópolis;307144;2021
3303955;Pinheiral;25563;2021
3304003;Piraí;29802;2021
3304102;Porciúncula;19068;2021
3304110;Porto Real, Quatis;20254;2021
3304128;Porto Real, Quatis;14562;2021
3304144;Queimados;152311;2021
3304151;Quissamã, Carapebus;25535;2021
3304201;Resende;133244;2021
3304300;Rio Bonito;60930;2021
3304409;Rio Claro;18677;2021
3304508;Rio das Flores;9401;2021
3304524;Rio das Ostras;159529;2021
3304557;Rio de Janeiro;6775561;2021
3304607;Santa Maria Madalena;10380;2021
3304706;Santo Antônio de Pádua, Aperibé;42705;2021
3304805;São Fidélis;38749;2021
3304755;São Francisco de Itabapoana;42214;2021
3304904;São Gonçalo;1098357;2021
3305000;São João da Barra;36731;2021
3305109;São João de Meriti;473385;2021
3305133;Itaperuna, São José de Ubá;7240;2021
3305158;São José do Vale do Rio Preto;22032;2021
3305208;São Pedro da Aldeia;107556;2021
3305307;São Sebastião do Alto;9416;2021
3305406;Sapucaia;18270;2021
3305505;Saquarema;91938;2021
3305554;Seropédica;83841;2021
3305604;Silva Jardim;21775;2021
3305703;Sumidouro;15709;2021
3305752;Tanguá;34898;2021
3305802;Teresópolis;185820;2021
3305901;Trajano de Moraes;10653;2021
3306008;Areal,Comendador Levy Gasparian, Três Rios;82468;2021
3306107;Valença;77202;2021
3306156;Natividade, Varre-Sai;11208;2021
3306206;Vassouras;37262;2021
3306305;Volta Redonda;274925;2021
3300100;Angra dos Reis;213345,2273;2022
3300159;Santo Antônio de Pádua, Aperibé;12172,53138;2022
3300209;Araruama;137949,5572;2022
3300225;Areal,Comendador Levy Gasparian, Três Rios;12857,69745;2022
3300233;Armação dos Búzios;35652,85843;2022
3300258;Arraial do Cabo;31062,78982;2022
3300308;Barra do Piraí;101515,3956;2022
3300407;Barra Mansa;185641,883;2022
3300456;Belford Roxo;517368,7673;2022
3300506;Bom Jardim;27942,96209;2022
3300605;Bom Jesus do Itabapoana;37409,28517;2022
3300704;Cabo Frio;237835,392;2022
3300803;Cachoeiras de Macacu;60003,05388;2022
3300902;Cambuci;15528,00316;2022
3301009;Campos dos Goytacazes;518141,6236;2022
3301108;Cantagalo;20158,00124;2022
3300936;Quissamã, Carapebus;17136,49349;2022
3301157;Cardoso Moreira, Italva;12815,0007;2022
3301207;Carmo;19292,90179;2022
3301306;Casimiro de Abreu;46702,03805;2022
3300951;Areal,Comendador Levy Gasparian, Três Rios;8604,022854;2022
3301405;Conceição de Macabu;23725,13552;2022
3301504;Cordeiro, Macuco;22263,559;2022
3301603;Duas Barras;11598,10626;2022
3301702;Duque de Caxias;934299,1785;2022
3301801;Engenheiro Paulo de Frontin;14205,31902;2022
3301850;Guapimirim;63073,41215;2022
3301876;Iguaba Grande;29859,91386;2022
3301900;Itaboraí;246303,4639;2022
3302007;Itaguaí;138297,1481;2022
3302056;Cardoso Moreira, Italva;15475,50618;2022
3302106;Itaocara;23200,00521;2022
3302205;Itaperuna, São José de Ubá;104910,9568;2022
3302254;Itatiaia;32561,91816;2022
3302270;Japeri;107049,3009;2022
3302304;Laje do Muriaé;7270,107016;2022
3302403;Macaé;270853,1535;2022
3302452;Cordeiro, Macuco;5669,094078;2022
3302502;Magé;249055,9425;2022
3302601;Mangaratiba;46673,49582;2022
3302700;Maricá;170892,855;2022
3302809;Mendes;18714,0584;2022
3302858;Mesquita;177464,1316;2022
3302908;Miguel Pereira, Paty dos Alferes;25663,06571;2022
3303005;Miracema;27114,01473;2022
3303104;Natividade, Varre-Sai;15299,00235;2022
3303203;Nilópolis;163093,2459;2022
3303302;Niterói;518650,3732;2022
3303401;Nova Friburgo;192171,3394;2022
3303500;Nova Iguaçu;827479,2853;2022
3303609;Paracambi;53506,19078;2022
3303708;Paraíba do Sul;44965,11705;2022
3303807;Paraty;44675,60955;2022
3303856;Miguel Pereira, Paty dos Alferes;28026,25328;2022
3303906;Petrópolis;307610,7081;2022
3303955;Pinheiral;25763,56131;2022
3304003;Piraí;30061,23554;2022
3304102;Porciúncula;19176,61519;2022
3304110;Porto Real, Quatis;20537,9251;2022
3304128;Porto Real, Quatis;14690,11735;2022
3304144;Queimados;153293,2945;2022
3304151;Quissamã, Carapebus;25950,65769;2022
3304201;Resende;134182,565;2022
3304300;Rio Bonito;61289,10406;2022
3304409;Rio Claro;18749,27863;2022
3304508;Rio das Flores;9458,34771;2022
3304524;Rio das Ostras;163986,1453;2022
3304557;Rio de Janeiro;6803421,087;2022
3304607;Santa Maria Madalena;10368,01386;2022
3304706;Santo Antônio de Pádua, Aperibé;42816,28927;2022
3304805;São Fidélis;38788,03929;2022
3304755;São Francisco de Itabapoana;42218,00038;2022
3304904;São Gonçalo;1105017,142;2022
3305000;São João da Barra;37041,60451;2022
3305109;São João de Meriti;473864,4852;2022
3305133;Itaperuna, São José de Ubá;7274,160422;2022
3305158;São José do Vale do Rio Preto;22148,61398;2022
3305208;São Pedro da Aldeia;109084,4151;2022
3305307;São Sebastião do Alto;9445,089592;2022
3305406;Sapucaia;18291,02417;2022
3305505;Saquarema;93313,26898;2022
3305554;Seropédica;84596,75156;2022
3305604;Silva Jardim;21776,00005;2022
3305703;Sumidouro;15751,11259;2022
3305752;Tanguá;35188,39653;2022
3305802;Teresópolis;187413,5497;2022
3305901;Trajano de Moraes;10666,01588;2022
3306008;Areal,Comendador Levy Gasparian, Três Rios;82795,29381;2022
3306107;Valença;77536,44257;2022
3306156;Natividade, Varre-Sai;11310,93679;2022
3306206;Vassouras;37441,86403;2022
3306305;Volta Redonda;275865,2044;2022
