circ;ano;pop
58;2012;354199
59;2012;358084
60;2012;287673
61;2012;61346
62;2012;159964
63;2012;97337
64;2012;460062
65;2012;88196
66;2012;142372
67;2012;53527
70;2012;31438
71;2012;222618
72;2012;350752
73;2012;169718
74;2012;221913
75;2012;273745
76;2012;77063
77;2012;146129
78;2012;127027
79;2012;73475
81;2012;68112
82;2012;135121
88;2012;95726
89;2012;122068
90;2012;178880
91;2012;72679
92;2012;8703
93;2012;260180
94;2012;26948
95;2012;34858
96;2012;51329
97;2012;18024
98;2012;13408
99;2012;29394
100;2012;30377
101;2012;23208
104;2012;20540
105;2012;252845
106;2012;44347
107;2012;41639
108;2012;98129
109;2012;17581
110;2012;167622
111;2012;15010
112;2012;17758
118;2012;116418
119;2012;56436
120;2012;21362
121;2012;37340
122;2012;21613
123;2012;217951
124;2012;77522
125;2012;91542
126;2012;195197
127;2012;28973
128;2012;116134
129;2012;24079
130;2012;35258
132;2012;28295
134;2012;299277
135;2012;22884
136;2012;51421
137;2012;26810
138;2012;7424
139;2012;18034
140;2012;24796
141;2012;37657
142;2012;14851
143;2012;104312
144;2012;35677
145;2012;33512
146;2012;173023
147;2012;41386
148;2012;26882
151;2012;183391
152;2012;11020
153;2012;19830
154;2012;26034
155;2012;8970
156;2012;10298
157;2012;10327
158;2012;25738
159;2012;55139
165;2012;38201
166;2012;177101
167;2012;38740
168;2012;17606
1;2013;1664
4;2013;32084
5;2013;38402
6;2013;82143
7;2013;41635
9;2013;138857
10;2013;105024
12;2013;93313
13;2013;70670
14;2013;90325
15;2013;150912
16;2013;178191
17;2013;81695
18;2013;68892
19;2013;141761
20;2013;166896
21;2013;270860
22;2013;243920
23;2013;93841
24;2013;98685
25;2013;132195
26;2013;118446
27;2013;193262
28;2013;175206
29;2013;106588
30;2013;127987
31;2013;161060
32;2013;375435
33;2013;247215
34;2013;435449
35;2013;551473
36;2013;317362
37;2013;216256
38;2013;212393
39;2013;179445
40;2013;113513
41;2013;145554
42;2013;131482
43;2013;179162
44;2013;120670
48;2013;81260
50;2013;115542
51;2013;48705
52;2013;180567
53;2013;170185
54;2013;477583
55;2013;141753
56;2013;268692
57;2013;158288
58;2013;355555
59;2013;360914
60;2013;289947
61;2013;61831
62;2013;161229
63;2013;98393
64;2013;460799
65;2013;88904
66;2013;143515
67;2013;54706
70;2013;31844
71;2013;225263
72;2013;353989
73;2013;171284
74;2013;223962
75;2013;276272
76;2013;77438
77;2013;146840
78;2013;127645
79;2013;73833
81;2013;68443
82;2013;139552
88;2013;96261
89;2013;123385
90;2013;179472
91;2013;73154
92;2013;8783
93;2013;261522
94;2013;27311
95;2013;35112
96;2013;51511
97;2013;18072
98;2013;13505
99;2013;29744
100;2013;30946
101;2013;23488
104;2013;20704
105;2013;253438
106;2013;44450
107;2013;41955
108;2013;98748
109;2013;17610
110;2013;169849
111;2013;15070
112;2013;17944
118;2013;118964
119;2013;56942
120;2013;21366
121;2013;38492
122;2013;21844
123;2013;224442
124;2013;79421
125;2013;93659
126;2013;200380
127;2013;29790
128;2013;122196
129;2013;24788
130;2013;36214
132;2013;28627
134;2013;302387
135;2013;22870
136;2013;51771
137;2013;26786
138;2013;7385
139;2013;18188
140;2013;24930
141;2013;37717
142;2013;14862
143;2013;105147
144;2013;35825
145;2013;33951
146;2013;174821
147;2013;41397
148;2013;27004
151;2013;184122
152;2013;11070
153;2013;19825
154;2013;26223
155;2013;9012
156;2013;10282
157;2013;10347
158;2013;25969
159;2013;55632
165;2013;39210
166;2013;181486
167;2013;39434
168;2013;17709
1;2014;1670
4;2014;32202
5;2014;38544
6;2014;82446
7;2014;41789
9;2014;139370
10;2014;105412
11;2014;70818
12;2014;93658
13;2014;70931
14;2014;90659
15;2014;80652
16;2014;178849
17;2014;81997
18;2014;69146
19;2014;142285
20;2014;167512
21;2014;271861
22;2014;174221
23;2014;94187
24;2014;99050
25;2014;132683
26;2014;118883
27;2014;193976
28;2014;175853
29;2014;106982
30;2014;128460
31;2014;161655
32;2014;376822
33;2014;248129
34;2014;437058
35;2014;553511
36;2014;318535
37;2014;217055
38;2014;213178
39;2014;180108
40;2014;113933
41;2014;146092
42;2014;131967
43;2014;179824
44;2014;121115
45;2014;70601
48;2014;82090
50;2014;117374
51;2014;49120
52;2014;180873
53;2014;170473
54;2014;479386
55;2014;142709
56;2014;269147
57;2014;158299
58;2014;356157
59;2014;362765
60;2014;291434
61;2014;62148
62;2014;162055
63;2014;99141
64;2014;460711
65;2014;89369
66;2014;144265
67;2014;55626
70;2014;32140
71;2014;227168
72;2014;356197
73;2014;172353
74;2014;225359
75;2014;277995
76;2014;77637
77;2014;147217
78;2014;127974
79;2014;74023
81;2014;68619
82;2014;143111
88;2014;96568
89;2014;124316
90;2014;179697
91;2014;73445
92;2014;8838
93;2014;262259
94;2014;27579
95;2014;35275
96;2014;51587
97;2014;18086
98;2014;13566
99;2014;29996
100;2014;31385
101;2014;23691
104;2014;20812
105;2014;253547
106;2014;44470
107;2014;42159
108;2014;99122
109;2014;17608
110;2014;171482
111;2014;15099
112;2014;18074
118;2014;120948
119;2014;57284
120;2014;21336
121;2014;39414
122;2014;22006
123;2014;229624
124;2014;80915
125;2014;95318
126;2014;204486
127;2014;30439
128;2014;127171
129;2014;25354
130;2014;36974
132;2014;28866
134;2014;304567
135;2014;22824
136;2014;51990
137;2014;26724
138;2014;7341
139;2014;18293
140;2014;25006
141;2014;37710
142;2014;14849
143;2014;105696
144;2014;35896
145;2014;34273
146;2014;176081
147;2014;41343
148;2014;27067
151;2014;184460
152;2014;11096
153;2014;19792
154;2014;26345
155;2014;9033
156;2014;10253
157;2014;10348
158;2014;26126
159;2014;55967
165;2014;40008
166;2014;184940
167;2014;39965
168;2014;17768
1;2015;1676
4;2015;32317
5;2015;38681
6;2015;82739
7;2015;41937
9;2015;139866
10;2015;105787
11;2015;71070
12;2015;93991
13;2015;71183
14;2015;90981
15;2015;80939
16;2015;179485
17;2015;82288
18;2015;69392
19;2015;142791
20;2015;168108
21;2015;272827
22;2015;174840
23;2015;94522
24;2015;99402
25;2015;133155
26;2015;119306
27;2015;194666
28;2015;176479
29;2015;107362
30;2015;128917
31;2015;162230
32;2015;378162
33;2015;249011
34;2015;438612
35;2015;555479
36;2015;319668
37;2015;217827
38;2015;213936
39;2015;180749
40;2015;114338
41;2015;146612
42;2015;132437
43;2015;180464
44;2015;121546
45;2015;70852
48;2015;82892
50;2015;119143
51;2015;49521
52;2015;181168
53;2015;170751
54;2015;481127
55;2015;143632
56;2015;269586
57;2015;158309
58;2015;356738
59;2015;364552
60;2015;292869
61;2015;62454
62;2015;162854
63;2015;99863
64;2015;460625
65;2015;89818
66;2015;144991
67;2015;56515
70;2015;32426
71;2015;229007
72;2015;358330
73;2015;173384
74;2015;226708
75;2015;279659
76;2015;77829
77;2015;147582
78;2015;128290
79;2015;74206
81;2015;68789
82;2015;146549
88;2015;96865
89;2015;125214
90;2015;179915
91;2015;73725
92;2015;8892
93;2015;262970
94;2015;27838
95;2015;35432
96;2015;51660
97;2015;18099
98;2015;13626
99;2015;30240
100;2015;31809
101;2015;23887
104;2015;20916
105;2015;253654
106;2015;44488
107;2015;42356
108;2015;99484
109;2015;17606
110;2015;173060
111;2015;15127
112;2015;18200
118;2015;122865
119;2015;57615
120;2015;21307
121;2015;40305
122;2015;22163
123;2015;234628
124;2015;82359
125;2015;96920
126;2015;208451
127;2015;31067
128;2015;131976
129;2015;25901
130;2015;37708
132;2015;29097
134;2015;306672
135;2015;22779
136;2015;52201
137;2015;26665
138;2015;7298
139;2015;18059
140;2015;25415
141;2015;37703
142;2015;14836
143;2015;106227
144;2015;35964
145;2015;34583
146;2015;177298
147;2015;41291
148;2015;27127
151;2015;184786
152;2015;11121
153;2015;19759
154;2015;26461
155;2015;9054
156;2015;10225
157;2015;10350
158;2015;26278
159;2015;56290
165;2015;40779
166;2015;188276
167;2015;40478
168;2015;17826
1;2016;1682
4;2016;32427
5;2016;38813
6;2016;83023
7;2016;42081
9;2016;140345
10;2016;106150
11;2016;71314
12;2016;94313
13;2016;71427
14;2016;91293
15;2016;81216
16;2016;180101
17;2016;82571
18;2016;69630
19;2016;143280
20;2016;168684
21;2016;273763
22;2016;175440
23;2016;94847
24;2016;99743
25;2016;133612
26;2016;119715
27;2016;195333
28;2016;177084
29;2016;107730
30;2016;129359
31;2016;162786
32;2016;379459
33;2016;249865
34;2016;440116
35;2016;557384
36;2016;320764
37;2016;218574
38;2016;214670
39;2016;181369
40;2016;114730
41;2016;147114
42;2016;132891
43;2016;181083
44;2016;121963
45;2016;71095
48;2016;83667
50;2016;120855
51;2016;50071
52;2016;178912
53;2016;171020
54;2016;494141
55;2016;144525
56;2016;266228
57;2016;158319
58;2016;352295
59;2016;366281
60;2016;294259
61;2016;62751
62;2016;163626
63;2016;100562
64;2016;460541
65;2016;90396
66;2016;145923
67;2016;57105
70;2016;32703
71;2016;230786
72;2016;360393
73;2016;174383
74;2016;228013
75;2016;281269
76;2016;78015
77;2016;147934
78;2016;128597
79;2016;74383
81;2016;68953
82;2016;149876
88;2016;97152
89;2016;126084
90;2016;180126
91;2016;73997
92;2016;8943
93;2016;263659
94;2016;28088
95;2016;35622
96;2016;51794
97;2016;18111
98;2016;13521
99;2016;30475
100;2016;32218
101;2016;24076
104;2016;21017
105;2016;253667
106;2016;44491
107;2016;42737
108;2016;99543
109;2016;17604
110;2016;174587
111;2016;15153
112;2016;18322
118;2016;124940
119;2016;57963
120;2016;21279
121;2016;41167
122;2016;22315
123;2016;239471
124;2016;83750
125;2016;98470
126;2016;212289
127;2016;31674
128;2016;136626
129;2016;26430
130;2016;38418
132;2016;29077
134;2016;308710
135;2016;22736
136;2016;52406
137;2016;26607
138;2016;7257
139;2016;18156
140;2016;25486
141;2016;37696
142;2016;14824
143;2016;106740
144;2016;36031
145;2016;34884
146;2016;178476
147;2016;41240
148;2016;27185
151;2016;185102
152;2016;11145
153;2016;19727
154;2016;26575
155;2016;9075
156;2016;10198
157;2016;10351
158;2016;26424
159;2016;56603
165;2016;41557
166;2016;191504
167;2016;40975
168;2016;17850
1;2017;1688
4;2017;32534
5;2017;38941
6;2017;83297
7;2017;42220
9;2017;140808
10;2017;106500
11;2017;71549
12;2017;94624
13;2017;71663
14;2017;91594
15;2017;81484
16;2017;180695
17;2017;82843
18;2017;69860
19;2017;143753
20;2017;169241
21;2017;274665
22;2017;176018
23;2017;74398
24;2017;109393
25;2017;134052
26;2017;131549
27;2017;195977
28;2017;110356
29;2017;184399
30;2017;131665
31;2017;163323
32;2017;380710
33;2017;250689
34;2017;441567
35;2017;559222
36;2017;321822
37;2017;219294
38;2017;215377
39;2017;181967
40;2017;115108
41;2017;136718
42;2017;133329
43;2017;181680
44;2017;122365
45;2017;71329
48;2017;84416
50;2017;122369
51;2017;50447
52;2017;179184
53;2017;171280
54;2017;495783
55;2017;145386
56;2017;266633
57;2017;158329
58;2017;352830
59;2017;367966
60;2017;295613
61;2017;63039
62;2017;164379
63;2017;101237
64;2017;460461
65;2017;90817
66;2017;146603
67;2017;57921
70;2017;32970
71;2017;232394
72;2017;362384
73;2017;175346
74;2017;229273
75;2017;282823
76;2017;78195
77;2017;148275
78;2017;128893
79;2017;74554
81;2017;69112
82;2017;153008
88;2017;97460
89;2017;126923
90;2017;179451
91;2017;74237
92;2017;8984
93;2017;265201
94;2017;28222
95;2017;35768
96;2017;51862
97;2017;18123
98;2017;13576
99;2017;30703
100;2017;32614
101;2017;24282
104;2017;21114
105;2017;253733
106;2017;44502
107;2017;42922
108;2017;99881
109;2017;17765
110;2017;176060
111;2017;15191
112;2017;18264
118;2017;126742
119;2017;58272
120;2017;21253
121;2017;41999
122;2017;22461
123;2017;244139
124;2017;85175
125;2017;99906
126;2017;216030
127;2017;32260
128;2017;141117
129;2017;26936
130;2017;39103
132;2017;29304
134;2017;310676
135;2017;22694
136;2017;52604
137;2017;26551
138;2017;7217
139;2017;18248
140;2017;25557
141;2017;37689
142;2017;15124
143;2017;106950
144;2017;36068
145;2017;35174
146;2017;179612
147;2017;41191
148;2017;27242
151;2017;185381
152;2017;11169
153;2017;19697
154;2017;26684
155;2017;9094
156;2017;10172
157;2017;10352
158;2017;26566
159;2017;57048
165;2017;42415
166;2017;194619
167;2017;41454
168;2017;17988
1;2018;1732
4;2018;33393
5;2018;39968
6;2018;85494
7;2018;43334
9;2018;144522
10;2018;109309
11;2018;73436
12;2018;97120
13;2018;73553
14;2018;94010
15;2018;83634
16;2018;185461
17;2018;85028
18;2018;71702
19;2018;147544
20;2018;173705
21;2018;281910
22;2018;180661
23;2018;76361
24;2018;112279
25;2018;137588
26;2018;135019
27;2018;201147
28;2018;113267
29;2018;189263
30;2018;135138
31;2018;167631
32;2018;390752
33;2018;257301
34;2018;453215
35;2018;573973
36;2018;330310
37;2018;225079
38;2018;221059
39;2018;186766
40;2018;118144
41;2018;140324
42;2018;136846
43;2018;186472
44;2018;125593
45;2018;73210
48;2018;86643
50;2018;125597
51;2018;51778
52;2018;183910
53;2018;175798
54;2018;508861
55;2018;149221
56;2018;273666
57;2018;162505
58;2018;362137
59;2018;377672
60;2018;303410
61;2018;64702
62;2018;168715
63;2018;103907
64;2018;472607
65;2018;93213
66;2018;150470
67;2018;59449
70;2018;33840
71;2018;238524
72;2018;371942
73;2018;179971
74;2018;235320
75;2018;290284
76;2018;80257
77;2018;152186
78;2018;132292
79;2018;76521
81;2018;70935
82;2018;157044
88;2018;100031
89;2018;130271
90;2018;184184
91;2018;76195
92;2018;9221
93;2018;272196
94;2018;28966
95;2018;36711
96;2018;53230
97;2018;18601
98;2018;13934
99;2018;31513
100;2018;33474
101;2018;24922
104;2018;21671
105;2018;260426
106;2018;45676
107;2018;44054
108;2018;102516
109;2018;18234
110;2018;180704
111;2018;15592
112;2018;18746
118;2018;130085
119;2018;59809
120;2018;21814
121;2018;43107
122;2018;23053
123;2018;250579
124;2018;87422
125;2018;102541
126;2018;221728
127;2018;33111
128;2018;144839
129;2018;27647
130;2018;40134
132;2018;30077
134;2018;318871
135;2018;23293
136;2018;53992
137;2018;27251
138;2018;7407
139;2018;18729
140;2018;26231
141;2018;38683
142;2018;15523
143;2018;109771
144;2018;37019
145;2018;36102
146;2018;184350
147;2018;42278
148;2018;27961
151;2018;190271
152;2018;11464
153;2018;20217
154;2018;27388
155;2018;9334
156;2018;10440
157;2018;10625
158;2018;27267
159;2018;58553
165;2018;43534
166;2018;199753
167;2018;42547
168;2018;18462
1;2019;1743
4;2019;33597
5;2019;40213
6;2019;86017
7;2019;43599
9;2019;145407
10;2019;109978
11;2019;73885
12;2019;97715
13;2019;74003
14;2019;94585
15;2019;84145
16;2019;186595
17;2019;85548
18;2019;72141
19;2019;148447
20;2019;174767
21;2019;283635
22;2019;255425
23;2019;76828
24;2019;112966
25;2019;138430
26;2019;135845
27;2019;202377
28;2019;113960
29;2019;190421
30;2019;135965
31;2019;168657
32;2019;393143
33;2019;258875
34;2019;455987
35;2019;577484
36;2019;332331
37;2019;226456
38;2019;222411
39;2019;187909
40;2019;118867
41;2019;141183
42;2019;137683
43;2019;187613
44;2019;126361
48;2019;87173
50;2019;126365
51;2019;52094
52;2019;185035
53;2019;176873
54;2019;511974
55;2019;150134
56;2019;275340
57;2019;163500
58;2019;364353
59;2019;379983
60;2019;305266
61;2019;65098
62;2019;169747
63;2019;104543
64;2019;475498
65;2019;93783
66;2019;151390
67;2019;59813
70;2019;34047
71;2019;239983
72;2019;374218
73;2019;181072
74;2019;236760
75;2019;292059
76;2019;80748
77;2019;153117
78;2019;133102
79;2019;76989
81;2019;71369
82;2019;158005
88;2019;100643
89;2019;131068
90;2019;185311
91;2019;76661
92;2019;9277
93;2019;273862
94;2019;29144
95;2019;36936
96;2019;53556
97;2019;18715
98;2019;14019
99;2019;31706
100;2019;33679
101;2019;25075
104;2019;21804
105;2019;262019
106;2019;45955
107;2019;44324
108;2019;103143
109;2019;18345
110;2019;181810
111;2019;15687
112;2019;18860
118;2019;130881
119;2019;60175
120;2019;21947
121;2019;43371
122;2019;23195
123;2019;252112
124;2019;87957
125;2019;103169
126;2019;223085
127;2019;33314
128;2019;145725
129;2019;27816
130;2019;40380
132;2019;30261
134;2019;320821
135;2019;23435
136;2019;54322
137;2019;27418
138;2019;7453
139;2019;18844
140;2019;26392
141;2019;38920
142;2019;15618
143;2019;110443
144;2019;37246
145;2019;36323
146;2019;185478
147;2019;42536
148;2019;28132
151;2019;191435
152;2019;11534
153;2019;20340
154;2019;27555
155;2019;9391
156;2019;10504
157;2019;10690
158;2019;27434
159;2019;58911
165;2019;43800
166;2019;200975
167;2019;42808
168;2019;18575
1;2020;1752,883341
4;2020;33793,8415
5;2020;40448,79753
6;2020;86521,30153
7;2020;43854,30741
9;2020;146259,248
10;2020;110622,6672
11;2020;74318,51012
12;2020;98287,55867
13;2020;74436,86263
14;2020;95139,82291
15;2020;84638,62043
16;2020;187689,7064
17;2020;86049,85346
18;2020;72564,1796
19;2020;149317,6563
20;2020;175792,2726
21;2020;285298,3834
22;2020;256922,6081
23;2020;77278,60929
24;2020;113627,9822
25;2020;139241,6587
26;2020;136641,9871
27;2020;203564,2128
28;2020;114627,7979
29;2020;191537,5825
30;2020;136762,1536
31;2020;169645,8545
32;2020;395448,4966
33;2020;260393,3888
34;2020;458661,4494
35;2020;580870,8004
36;2020;334280,0636
37;2020;227783,9404
38;2020;223715,2863
39;2020;189010,9291
40;2020;119564,2169
41;2020;142010,8751
42;2020;138490,5012
43;2020;188713,0379
44;2020;127102,0543
48;2020;87683,9565
50;2020;127106,213
51;2020;52399,93074
52;2020;186120,1625
53;2020;177910,6813
54;2020;514976,0117
55;2020;151014,2591
56;2020;276955,1544
57;2020;164458,3154
58;2020;366489,3249
59;2020;382211,0914
60;2020;307056,516
61;2020;65479,72137
62;2020;170742,4149
63;2020;105156,1399
64;2020;478286,6079
65;2020;94332,8856
66;2020;152278,242
67;2020;60163,26815
70;2020;34246,35195
71;2020;241390,5585
72;2020;376412,4818
73;2020;182134,1949
74;2020;238148,5639
75;2020;293772,1745
76;2020;81221,80626
77;2020;154014,6409
78;2020;133882,2545
79;2020;77440,36014
81;2020;71787,57197
82;2020;158931,326
88;2020;101232,9227
89;2020;131836,5098
90;2020;186398,0013
91;2020;77110,90171
92;2020;9331,793324
93;2020;275467,6003
94;2020;29314,54488
95;2020;37152,66959
96;2020;53869,70897
97;2020;18824,58709
98;2020;14101,56124
99;2020;31891,59065
100;2020;33876,57029
101;2020;25222,01753
104;2020;21931,37625
105;2020;263555,4867
106;2020;46224,94322
107;2020;44583,61899
108;2020;103747,6457
109;2020;18452,728
110;2020;182875,7271
111;2020;15779,08197
112;2020;18971,04555
118;2020;131648,5028
119;2020;60527,85625
120;2020;22075,75729
121;2020;43624,88733
122;2020;23330,52202
123;2020;253590,2371
124;2020;88472,33931
125;2020;103773,6135
126;2020;224393,0668
127;2020;33508,86605
128;2020;146579,9954
129;2020;27978,76057
130;2020;40616,77586
132;2020;30438,43183
134;2020;322702,732
135;2020;23572,54204
136;2020;54640,43366
137;2020;27578,85625
138;2020;7496,388292
139;2020;18954,42615
140;2020;26546,376
141;2020;39148,03635
142;2020;15709,48823
143;2020;111090,3045
144;2020;37464,28335
145;2020;36535,67435
146;2020;186565,5544
147;2020;42785,60761
148;2020;28296,6066
151;2020;192557,5666
152;2020;11601,38019
153;2020;20459,5206
154;2020;27717,00501
155;2020;9446,051701
156;2020;10565,7838
157;2020;10752,75206
158;2020;27594,43694
159;2020;59256,47212
165;2020;44056,99174
166;2020;202153,1929
167;2020;43058,78901
168;2020;18684,3609
1;2021;1762,690337
4;2021;33982,91059
5;2021;40675,09963
6;2021;87005,36914
7;2021;44099,6626
9;2021;147077,5363
10;2021;111241,5767
11;2021;74734,3058
12;2021;98837,4559
13;2021;74853,32047
14;2021;95672,10925
15;2021;85112,15486
16;2021;188739,7889
17;2021;86531,28342
18;2021;72970,16019
19;2021;150153,0557
20;2021;176775,7916
21;2021;286894,565
22;2021;258360,0335
23;2021;77710,96608
24;2021;114263,7057
25;2021;140020,6851
26;2021;137406,4689
27;2021;204703,1097
28;2021;115269,1152
29;2021;192609,193
30;2021;137527,3077
31;2021;170594,9856
32;2021;397660,9438
33;2021;261850,2324
34;2021;461227,5591
35;2021;584120,6446
36;2021;336150,2869
37;2021;229058,3413
38;2021;224966,924
39;2021;190068,4036
40;2021;120233,1523
41;2021;142805,3947
42;2021;139265,325
43;2021;189768,8457
44;2021;127813,1622
48;2021;88174,52891
50;2021;127817,3442
51;2021;52693,09681
52;2021;187161,4638
53;2021;178906,0523
54;2021;517857,189
55;2021;151859,1506
56;2021;278504,6575
57;2021;165378,4234
58;2021;368539,7519
59;2021;384349,4782
60;2021;308774,4295
61;2021;65846,06598
62;2021;171697,6811
63;2021;105744,4653
64;2021;480962,5161
65;2021;94860,6573
66;2021;153130,2052
67;2021;60499,86838
70;2021;34437,95274
71;2021;242741,0855
72;2021;378518,4266
73;2021;183153,1956
74;2021;239480,9526
75;2021;295415,765
76;2021;81676,22437
77;2021;154876,3189
78;2021;134631,2962
79;2021;77873,62189
81;2021;72189,20761
82;2021;159820,5117
88;2021;101799,2986
89;2021;132574,106
90;2021;187440,857
91;2021;77542,32021
92;2021;9384,002651
93;2021;277008,7808
94;2021;29478,5533
95;2021;37360,53059
96;2021;54171,09811
97;2021;18929,9065
98;2021;14180,45637
99;2021;32070,01707
100;2021;34066,10223
101;2021;25363,12916
104;2021;22054,07747
105;2021;265030,0215
106;2021;46483,56159
107;2021;44833,05452
108;2021;104328,0909
109;2021;18555,96695
110;2021;183898,8765
111;2021;15867,36245
112;2021;19077,18437
118;2021;132385,0472
119;2021;60866,49627
120;2021;22199,26629
121;2021;43868,95896
122;2021;23461,05115
123;2021;255009,0186
124;2021;88967,32255
125;2021;104354,204
126;2021;225648,4965
127;2021;33696,34077
128;2021;147400,0781
129;2021;28135,29557
130;2021;40844,01777
132;2021;30608,72815
134;2021;324508,1827
135;2021;23704,42522
136;2021;54946,13484
137;2021;27733,15387
138;2021;7538,328932
139;2021;19060,47199
140;2021;26694,89712
141;2021;39367,06099
142;2021;15797,37935
143;2021;111711,8303
144;2021;37673,88776
145;2021;36740,0834
146;2021;187609,3475
147;2021;43024,98366
148;2021;28454,91988
151;2021;193634,8837
152;2021;11666,28736
153;2021;20573,98711
154;2021;27872,07555
155;2021;9498,900279
156;2021;10624,89703
157;2021;10812,91134
158;2021;27748,82173
159;2021;59587,99902
165;2021;44303,4809
166;2021;203284,1954
167;2021;43299,69344
168;2021;18788,89578
1;2022;1772,584956
4;2022;34173,66898
5;2022;40903,4237
6;2022;87493,76178
7;2022;44347,20997
9;2022;147903,1357
10;2022;111866,0159
11;2022;75153,81652
12;2022;99392,26633
13;2022;75273,49927
14;2022;96209,15145
15;2022;85589,9202
16;2022;189799,2537
17;2022;87017,01485
18;2022;73379,76812
19;2022;150995,9192
20;2022;177768,0981
21;2022;288505,0081
22;2022;259810,3019
23;2022;78147,18587
24;2022;114905,1092
25;2022;140806,6719
26;2022;138177,7812
27;2022;205852,1824
28;2022;115916,1625
29;2022;193690,3782
30;2022;138299,2982
31;2022;171552,5971
32;2022;399893,1587
33;2022;263320,0926
34;2022;463816,5964
35;2022;587399,5252
36;2022;338037,2202
37;2022;230344,1287
38;2022;226229,7448
39;2022;191135,3264
40;2022;120908,0645
41;2022;143607,0131
42;2022;140047,0717
43;2022;190834,087
44;2022;128530,6238
48;2022;88669,48447
50;2022;128534,8292
51;2022;52988,88224
52;2022;188212,0689
53;2022;179910,3168
54;2022;520764,1089
55;2022;152711,591
56;2022;280068,005
57;2022;166306,7524
58;2022;370608,499
59;2022;386506,971
60;2022;310507,6922
61;2022;66215,68379
62;2022;172661,4823
63;2022;106338,0473
64;2022;483662,3328
65;2022;95393,14452
66;2022;153989,7805
67;2022;60839,47605
70;2022;34631,26544
71;2022;244103,6791
72;2022;380643,1876
73;2022;184181,3008
74;2022;240825,2459
75;2022;297074,0407
76;2022;82134,70259
77;2022;155745,6958
78;2022;135387,0305
79;2022;78310,75473
81;2022;72594,43178
82;2022;160717,6422
88;2022;102370,7349
89;2022;133318,2925
90;2022;188493,0304
91;2022;77977,59333
92;2022;9436,678455
93;2022;278563,7314
94;2022;29644,02709
95;2022;37570,24877
96;2022;54475,1801
97;2022;19036,16692
98;2022;14260,0564
99;2022;32250,03769
100;2022;34257,3276
101;2022;25505,50159
104;2022;22177,87499
105;2022;266517,731
106;2022;46744,49065
107;2022;45084,71868
108;2022;104913,7223
109;2022;18660,12831
110;2022;184931,1675
111;2022;15956,4317
112;2022;19184,27152
118;2022;133128,1724
119;2022;61208,16195
120;2022;22323,87881
121;2022;44115,21131
122;2022;23592,74653
123;2022;256440,4766
124;2022;89466,72834
125;2022;104939,9819
126;2022;226915,1432
127;2022;33885,49054
128;2022;148227,4882
129;2022;28293,22917
130;2022;41073,29003
132;2022;30780,54602
134;2022;326329,7646
135;2022;23837,48674
136;2022;55254,56739
137;2022;27888,83011
138;2022;7580,644302
139;2022;19167,46532
140;2022;26844,74525
141;2022;39588,04255
142;2022;15886,05576
143;2022;112338,9093
144;2022;37885,36493
145;2022;36946,31879
146;2022;188662,4667
147;2022;43266,49847
148;2022;28614,64765
151;2022;194721,8264
152;2022;11731,77445
153;2022;20689,47635
154;2022;28028,5316
155;2022;9552,221046
156;2022;10684,53843
157;2022;10873,60812
158;2022;27904,58591
159;2022;59922,48804
165;2022;44552,17238
166;2022;204425,3032
167;2022;43542,7503
168;2022;18894,36465
